"word","translation","transcription","level","lang"
爱,"любовь; любить; любимый",ài,A1,zh
八,"восемь; восьмой",bā,A1,zh
爸爸,папа,bàba,A1,zh
杯子,"чашка, кружка, стакан",bēizi,A1,zh
北京,Пекин,Běijīng,A1,zh
本,корень; счётное слово; счётное слово для растений и книг,běn,A1,zh
不客气,не стесняйтесь,búkèqi,A1,zh
不,"нет, не",bù,A1,zh
菜,"овощи, блюдо, пища",cài,A1,zh
茶,чай,chá,A1,zh
吃,"кушать, есть",chī,A1,zh
出租车,такси,chūzūchē,A1,zh
打电话,"звонить по телефону, звонить",dǎ diànhuà,A1,zh
大,"большой, великий, крупный",dà,A1,zh
的,"суффикс прилагательного, суффикс притяжательности, делает своим, делает чьим-то",de,A1,zh
点,"капля, немножко, точка, запятая, час, момент времени",diǎn,A1,zh
电脑,компьютер,diàn nǎo,A1,zh
电视,"телевидение, телевизионный, телевизор",diàn shì,A1,zh
电影,"кино, кинофильм",diàn yǐng,A1,zh
东西,"вещь, предмет",dōngxi,A1,zh
都,"все, всё",dōu,A1,zh
读,"читать, зачитывать; заучивать",dú,A1,zh
对不起,"виноват, простите, извините",duì bu qǐ,A1,zh
多,"много, многочисленный, свыше",duō,A1,zh
多少,сколько? как много?,duō shao,A1,zh
儿子,сын,érzi,A1,zh
二,"два, второй",èr,A1,zh
饭馆,"ресторан, столовая",fàn guǎn,A1,zh
飞机,самолёт,fēijī,A1,zh
分钟,минута,fēn zhōng,A1,zh
高兴,"радоваться, радостный",gāo xìng,A1,zh
个,"универсальное счётное слово; счётное слово, отдельный, индивидуальный; штука; этот",gè,A1,zh
工作,"работать, работа",gōng zuò,A1,zh
狗,"собака, собачий",gǒu,A1,zh
汉语,"китайский язык, китайский",hànyǔ,A1,zh
好,"хороший, хорошо, приятный, удобный",hǎo,A1,zh
喝,пить,hē,A1,zh
和,"мирный; и; с",hé,A1,zh
很,"очень, весьма",hěn,A1,zh
后面,"задняя сторона, зад, позади, сзади, задний",hòumiàn,A1,zh
回,возвращаться,huí,A1,zh
会,"уметь, мочь, владеть; собрание, заседание",huì,A1,zh
火车站,"вокзал, железнодорожная станция",huǒ chē zhàn,A1,zh
几,"сколько?, несколько, немного",jǐ,A1,zh
家,"семья, семейство, дом, домашний",jiā,A1,zh
叫,"кричать, крик, звать, подзывать, вызывать",jiào,A1,zh
今天,"сегодня, нынешний день",jīntiān,A1,zh
九,"девять, девятый",jiǔ,A1,zh
开,"открывать, управлять, вести, включать",kāi,A1,zh
看,"смотреть, читать, навестить",kàn,A1,zh
看见,"увидеть, видеть, рассмотреть",kànjiàn,A1,zh
块,"счётное слово для основных денежных единиц, счётное слово; кусок, глыба",kuài,A1,zh
来,"приходить, прибывать, приезжать, приехать",lái,A1,zh
老师,"учитель, преподаватель",lǎoshī,A1,zh
了,"глагольный суффикс завершённости действия, завершённость действия",le,A1,zh
冷,"холодный, холодно, холод",lěng,A1,zh
里,"внутри, в",lǐ,A1,zh
零,"ноль, нулевой",líng,A1,zh
六,"шесть, шестой",liù,A1,zh
妈妈,мама,māma,A1,zh
吗,"фразовая частица, выражающая вопрос, вопросительная частица",ma,A1,zh
买,"покупать, приобретать, купить",mǎi,A1,zh
猫,кошка,māo,A1,zh
没,"отрицательная частица, нет, не иметь",méi,A1,zh
没关系,"неважно, ничего, пустяки",méi guānxi,A1,zh
米饭,варёный рис,mǐfàn,A1,zh
明天,"завтра, завтрашний день",míng tiān,A1,zh
名字,"имя, кличка",míngzi,A1,zh
哪,"какой, который",nǎ,A1,zh
那,"тот, то, тогда, в таком случае",nà,A1,zh
呢,"вопросительная частица «же», же, утвердительная частица «ведь», ведь",ne,A1,zh
能,"способный, способность; мочь, быть в состоянии",néng,A1,zh
你,"ты, вы, твой, ваш",nǐ,A1,zh
年,"год, годы",nián,A1,zh
女儿,дочь,nǚ’er,A1,zh
朋友,"друг, товарищ",péng you,A1,zh
漂亮,красивый,piào liang,A1,zh
苹果,яблоко,píng guǒ,A1,zh
七,"семь, седьмой",qī,A1,zh
钱,деньги,qián,A1,zh
前面,"перед, впереди, выше, раньше",qiánmiàn,A1,zh
请,"просить, пожалуйста, приглашать",qǐng,A1,zh
去,"уходить, отправляться, идти",qù,A1,zh
热,"горячий, увлечение, мода",rè,A1,zh
人,человек,rén,A1,zh
认识,"знать, быть знакомым, знакомиться",rènshi,A1,zh
日,"солнце, солнечный, день, число, дата",rì,A1,zh
三,"три, третий",sān,A1,zh
商店,магазин,shāng diàn,A1,zh
上,"верх, прошлый, на, в",shàng,A1,zh
上午,до полудня,shàng wǔ,A1,zh
少,"мало, немного редко",shǎo,A1,zh
谁,"кто, кого, чей",shuí,A1,zh
什么,"что?, что такое?, какой?, как?",shénme,A1,zh
十,"десять, десятый",shí,A1,zh
时候,"время, промежуток времени, во время",shíhou,A1,zh
是,"есть, быть, являться; да, правда",shì,A1,zh
书,книга,shū,A1,zh
水,"вода, водяной, гидро",shuǐ,A1,zh
水果,"фрукты, фруктовый",shuǐguǒ,A1,zh
睡觉,спать,shuì jiào,A1,zh
说话,"говорить, разговаривать",shuōhuà,A1,zh
四,"четыре, четвёртый",sì,A1,zh
岁,"годы, лета",suì,A1,zh
他,"он, его",tā,A1,zh
她,"она, её",tā,A1,zh
太,"слишком, чересчур, чрезвычайно",tài,A1,zh
天气,"погода, климат",tiānqì,A1,zh
听,слушать,tīng,A1,zh
同学,"соученик, одноклассник",tóng xué,A1,zh
喂,"кормить; алло, эй!",wèi,A1,zh
我,"я, мой, наш",wǒ,A1,zh
我们,"мы, наш",wǒmen,A1,zh
五,"пять, пятый",wǔ,A1,zh
喜欢,"нравиться, любить",xǐhuan,A1,zh
下,"нижний, низ; предлог под, при; следующий",xià,A1,zh
下午,"вторая половина дня, после полудня",xiàwǔ,A1,zh
下雨,"идёт дождь, стоит дождливая погода",xiàyǔ,A1,zh
先生,"господин, мистер",xiān sheng,A1,zh
现在,"теперь, сейчас, ныне",xiàn zài,A1,zh
想,"думать, собираться, хотеть",xiǎng,A1,zh
小,"маленький, мелкий, малый, молодой, младший",xiǎo,A1,zh
小姐,"барышня, мисс",xiǎojie,A1,zh
些,"немного, несколько",xiē,A1,zh
写,"писать, записывать, описывать",xiě,A1,zh
谢谢,"спасибо, благодарю, благодарить",xièxie,A1,zh
星期,неделя,xīngqī,A1,zh
学生,"студент, ученик, учащийся",xué sheng,A1,zh
学习,"учиться, обучаться; обучение, учёба",xuéxí,A1,zh
学校,"школа, учебное заведение, училище",xuéxiào,A1,zh
一,"один, единица, первый",yī,A1,zh
衣服,"одежда, платье, костюм",yīfu,A1,zh
医生,"врач, доктор",yī sheng,A1,zh
医院,"больница, госпиталь",yī yuàn,A1,zh
椅子,"стул, кресло",yǐzi,A1,zh
有,"иметь(ся), иметь в наличии, обладать, есть",yǒu,A1,zh
月,"луна, месяц",yuè,A1,zh
在,"быть в живых, существовать; находиться; в, на",zài,A1,zh
再见,до свидания,zài jiàn,A1,zh
怎么,"как?, каким образом?",zěnme,A1,zh
怎么样,"как, каким образом; каков; как насчёт?",zěn me yàng,A1,zh
这,"это, этот",zhè,A1,zh
中国,"Китай, китайский",zhōng guó,A1,zh
中午,полдень,zhōng wǔ,A1,zh
住,"жить, проживать",zhù,A1,zh
桌子,стол,zhuōzi,A1,zh
字,"иероглиф, слово",zì,A1,zh
昨天,"вчера, вчерашний день",zuó tiān,A1,zh
坐,"сидеть, садиться, ехать в",zuò,A1,zh
做,"делать, изготавливать; быть кем-либо; писать",zuò,A1,zh
а,"啊, 但",a,A1,ru
август,八月，八月份,avgust,A1,ru
автобус,公共汽车，巴士，公车,avtobus,A1,ru
автомобиль,汽车，车，車輛,avtomobil,A1,ru
автор,作者,avtor,A1,ru
адрес,地址，住址，址,adres,A1,ru
адресат,收件人,adresat,A1,ru
азбука,字母表,azbuka,A1,ru
азиатский,亚洲的，亚洲人,aziatskiy,A1,ru
Азия,亚洲,Aziya,A1,ru
актер,演员,akter,A1,ru
актриса,女演员,aktrisa,A1,ru
аллергия,过敏,allergiya,A1,ru
алфавит,字母表,alfavit,A1,ru
Америка,美国,Amerika,A1,ru
американец,美国人,amerikanets,A1,ru
американский,美国的,amerikanskiy,A1,ru
английский,英语,angliyskiy,A1,ru
англичанин,英国人,anglichanin,A1,ru
анкета,问卷，表格，问卷调查,anketa,A1,ru
апельсин,橙子，橙色，橙,apelsin,A1,ru
апрель,四月，四月份,aprel,A1,ru
аптека,药店，药房，药局,apteka,A1,ru
араб,阿拉伯人,arab,A1,ru
арабский,阿拉伯语,arabskiy,A1,ru
артист,艺术家,artist,A1,ru
Африка,非洲,Afrika,A1,ru
африканский,非洲的,afrikanskiy,A1,ru
аэропорт,机场，飞机场,aeroport,A1,ru
бабушка,奶奶，祖母，老太太，老奶奶，老妇人,babushka,A1,ru
балет,芭蕾舞,balet,A1,ru
банан,香蕉,banan,A1,ru
банк,银行,bank,A1,ru
банкомат,自动取款机，提款机，自动柜员机，取款机,bankomat,A1,ru
баскетбол,篮球,basketbol,A1,ru
бассейн,游泳池,basseyn,A1,ru
бегать,跑步，奔跑,begat,A1,ru
бедный,贫穷的，穷人,bednyy,A1,ru
бежать,跑，奔跑，逃跑,bezhat,A1,ru
без,没有,bez,A1,ru
Беларусь,白俄罗斯,Belarus,A1,ru
Белоруссия,白俄罗斯,Belorussiya,A1,ru
белорусский,白俄罗斯语,belorusskiy,A1,ru
белый,白色的，白色,belyy,A1,ru
библиотека,图书馆,biblioteka,A1,ru
билет,票，门票,bilet,A1,ru
близкий,亲密的，关闭的，近的,blizkiy,A1,ru
близко,近，密切关注，靠近，不远,blizko,A1,ru
блюдо,菜,blyudo,A1,ru
богатый,富有的，富裕，富有,bogatyy,A1,ru
бок,边，侧边，侧,bok,A1,ru
болеть,生病，疼痛,bolet,A1,ru
боль,疼痛,bol,A1,ru
больница,医院,bolnitsa,A1,ru
больно,疼,bolno,A1,ru
больной,病人,bolnoy,A1,ru
больше,更多,bolshe,A1,ru
большой,大的，大,bolshoy,A1,ru
ботинок,靴子，皮鞋,botinok,A1,ru
брат,兄弟,brat,A1,ru
брать,拿，取，乘坐,brat,A1,ru
британский,英国的,britanskiy,A1,ru
бриться,刮胡子，剃须,britsya,A1,ru
брюки,裤子,bryuki,A1,ru
буква,字母，信,bukva,A1,ru
бумага,纸,bumaga,A1,ru
бутерброд,三明治,buterbrod,A1,ru
бутылка,瓶子，瓶,butylka,A1,ru
быстро,快,bystro,A1,ru
быстрый,快的，快速,bystryy,A1,ru
быть,是,byt,A1,ru
в,在，里,v,A1,ru
важно,重要,vazhno,A1,ru
важный,重要的,vazhnyy,A1,ru
ванна,浴缸，浴池,vanna,A1,ru
ванная,浴室,vannaya,A1,ru
ваш,您的，你们的,vash,A1,ru
вдова,寡妇,vdova,A1,ru
вдовец,鳏夫,vdovets,A1,ru
вежливо,礼貌地,vezhlivo,A1,ru
вежливый,礼貌的，有礼貌的,vezhlivyy,A1,ru
велосипед,自行车,velosiped,A1,ru
верно,对,verno,A1,ru
верх,上,verkh,A1,ru
весна,春天,vesna,A1,ru
вечер,晚上,vecher,A1,ru
вещь,东西，物品，事情,veshch,A1,ru
взрослый,成年人,vzroslyy,A1,ru
вид спорта,体育项目,vid sporta,A1,ru
видео,视频,video,A1,ru
видеть,看见，看到,videt,A1,ru
виза,签证,viza,A1,ru
вилка,叉子，叉,vilka,A1,ru
вино,酒，葡萄酒,vino,A1,ru
виноград,葡萄,vinograd,A1,ru
виски,威士忌,viski,A1,ru
включать,打开，开启，包括,vklyuchat,A1,ru
вкусный,好吃的，美味的，可口,vkusnyy,A1,ru
внимание,注意,vnimanie,A1,ru
внук,孙子,vnuk,A1,ru
внучка,孙女,vnuchka,A1,ru
вода,水,voda,A1,ru
водитель,司机,voditel,A1,ru
водительские права,驾驶证，驾驶执照,voditelskiye prava,A1,ru
водка,伏特加,vodka,A1,ru
возраст,年龄,vozrast,A1,ru
волейбол,排球,voleybol,A1,ru
волос,头发,volos,A1,ru
вопрос,问题,vopros,A1,ru
вопросительный,疑问的,voprositelnyy,A1,ru
воровать,偷，偷窃,vorovat,A1,ru
восемнадцать,十八,vosemnadtsat,A1,ru
восемь,八,vosem,A1,ru
восемьдесят,八十,vosemdesyat,A1,ru
восемьсот,八百,vosemsot,A1,ru
восклицательный,感叹的,vosklitsatelnyy,A1,ru
воскресенье,星期日,voskresene,A1,ru
восток,东，东方,vostok,A1,ru
вот,这，这里，这就是,vot,A1,ru
врач,医生,vrach,A1,ru
время,时间,vremya,A1,ru
время года,季节,vremya goda,A1,ru
все,都，所有，大家,vse,A1,ru
вторник,星期二,vtornik,A1,ru
вход,入口,vhod,A1,ru
входить,进入,vkhodit,A1,ru
вчера,昨天,vchera,A1,ru
въезд,入口，入境,vyezd,A1,ru
вы,您，你们,vy,A1,ru
выбирать,选择，挑选,vybirat,A1,ru
выезд,出口,vyezd,A1,ru
выключатель,开关,vyklyuchatel,A1,ru
выключать,关闭，开关,vyklyuchat,A1,ru
высокий,高的，高,vysokiy,A1,ru
выучивать,学习，记住,vyuchivat,A1,ru
выход,出口,vykhod,A1,ru
выходить,出去，离开，结果是,vykhodit,A1,ru
выходной день,休息日，周末,vykhodnoy den,A1,ru
где,哪里,gde,A1,ru
гель,凝胶,gel,A1,ru
Германия,德国,Germaniya,A1,ru
глагол,动词,glagol,A1,ru
глаз,眼睛，目,glaz,A1,ru
гласный,元音,glasnyy,A1,ru
говорить,说话，说，讲,govorit,A1,ru
год,年,god,A1,ru
голландский,荷兰语,gollandskiy,A1,ru
голова,头,golova,A1,ru
головная боль,头痛,golovnaya bol,A1,ru
головной,头部的,golovnoy,A1,ru
голодный,饿的，饥饿，饿,golodnyy,A1,ru
голубой,蓝色,goluboy,A1,ru
город,城市,gorod,A1,ru
горячий,热的,goryachiy,A1,ru
господин,先生,gospodin,A1,ru
госпожа,女士，夫人,gospozha,A1,ru
гость,客人,gost,A1,ru
готовить,做饭，准备,gotovit,A1,ru
гражданин,公民,grazhdanin,A1,ru
гражданка,女公民,grazhdanka,A1,ru
грамм,克,gramm,A1,ru
грек,希腊人,grek,A1,ru
громкий,大声的,gromkiy,A1,ru
громко,大声地,gromko,A1,ru
группа,组，集团，队，乐队,gruppa,A1,ru
груша,梨,grusha,A1,ru
гулять,散步，走路，闲逛,gulyat,A1,ru
да,是,da,A1,ru
давать,给,davat,A1,ru
далеко,远，远远,daleko,A1,ru
дарить,送，赠送,darit,A1,ru
дата,日期,data,A1,ru
два,二,dva,A1,ru
двадцать,二十,dvadtsat,A1,ru
двенадцать,十二,dvenadtsat,A1,ru
дверь,门,dver,A1,ru
двести,二百,dvesti,A1,ru
девочка,女孩,devochka,A1,ru
девушка,女，姑娘，少女,devushka,A1,ru
девяносто,九十,devyanosto,A1,ru
девятнадцать,十九,devyatnadtsat,A1,ru
девять,九,devyat,A1,ru
девятьсот,九百,devyatsot,A1,ru
дедушка,爷爷，祖父,dedushka,A1,ru
декабрь,十二月,dekabr,A1,ru
делать,做,delat,A1,ru
день,天，日,den,A1,ru
день недели,星期，平日,den nedeli,A1,ru
день рождения,生日,den rozhdeniya,A1,ru
деньги,钱,dengi,A1,ru
десять,十,desyat,A1,ru
дети,孩子，儿童,deti,A1,ru
дешево,便宜,deshevo,A1,ru
дешевый,便宜的,deshevyy,A1,ru
джинсы,牛仔裤,dzhinsy,A1,ru
диалог,对话，对白,dialog,A1,ru
диван,沙发,divan,A1,ru
длина,长度,dlina,A1,ru
длинный,长的,dlinnyy,A1,ru
для,为了，为,dlya,A1,ru
до свидания,再见,do svidaniya,A1,ru
добро пожаловать,欢迎，欢迎您,dobro pozhalovat,A1,ru
дождь,雨,dozhd,A1,ru
доктор,医生,doktor,A1,ru
документ,文件,dokument,A1,ru
долго,久，长时间,dolgo,A1,ru
должен,应该，必须,dolzhen,A1,ru
доллар,美元,dollar,A1,ru
дом,家，房子,dom,A1,ru
дома,在家，在家里,doma,A1,ru
домашнее задание,家庭作业，作业,domashneye zadanie,A1,ru
дорого,贵，昂贵,dorogo,A1,ru
дорогой,贵的,dorogoy,A1,ru
доска,板，黑板，滑雪板,doska,A1,ru
дочь,女儿,doch,A1,ru
друг,朋友,drug,A1,ru
другой,另一个，别的，其他,drugoy,A1,ru
дружба,友谊,druzhba,A1,ru
думать,想，思考,dumat,A1,ru
душ,淋浴,dush,A1,ru
дядя,叔叔，叔父,dyadya,A1,ru
евро,欧元,yevro,A1,ru
Европа,欧洲,Yevropa,A1,ru
европеец,欧洲人,yevropeyets,A1,ru
европейский,欧洲的,yevropeyskiy,A1,ru
его,他的,yego,A1,ru
еда,食物，餐食,yeda,A1,ru
ее,她的,yeye,A1,ru
ей,给她，她,yey,A1,ru
есть,吃,yest,A1,ru
ехать,去,yekhat,A1,ru
еще раз,再，再一次,yeshche raz,A1,ru
жарко,热,zharko,A1,ru
ждать,等待，等，等到,zhdat,A1,ru
желтый,黄色,zheltyy,A1,ru
жена,妻子,zhena,A1,ru
женатый,已婚的,zhenatyy,A1,ru
женский,女性的，女,zhenskiy,A1,ru
женщина,女人,zhenshchina,A1,ru
живот,肚子，胃,zhivot,A1,ru
жизнь,生活,zhizn,A1,ru
жить,住,zhit,A1,ru
забывать,忘记，忘了,zabyvat,A1,ru
завтра,明天,zavtra,A1,ru
завтрак,早餐，早饭,zavtrak,A1,ru
завтракать,吃早餐,zavtrakat,A1,ru
задавать,提出，布置,zadavat,A1,ru
задание,任务,zadanie,A1,ru
закрывать,关闭,zakryvat,A1,ru
закрыто,关闭,zakryto,A1,ru
замужем,已婚,zamuzhem,A1,ru
заниматься,学习，从事，做,zanimatsya,A1,ru
занятие,课程,zanyatiye,A1,ru
запад,西,zapad,A1,ru
заплатить,支付，付钱，付,zaplatit,A1,ru
заполнять,填写，填满,zapolnyat,A1,ru
запоминать,记住,zapominat,A1,ru
запрещаться,禁止,zapreshchatsya,A1,ru
запятая,逗号,zapyataya,A1,ru
засыпать,睡觉，入睡,zasypat,A1,ru
захотеть,想要,zakhotet,A1,ru
звук,声音,zvuk,A1,ru
здесь,这里，这儿，在此,zdes,A1,ru
здороваться,"打招呼, 问好, 招呼",zdorovat'sya,A1,ru
здоровый,健康的,zdorovyy,A1,ru
здравствовать,你好,zdravstvovat,A1,ru
зеленый,绿色,zelenyy,A1,ru
зима,冬天,zima,A1,ru
знак,符号,znak,A1,ru
знать,知道,znat,A1,ru
значить,意思，意味着,znachit,A1,ru
зуб,牙齿,zub,A1,ru
зубная паста,牙膏,zubnaya pasta,A1,ru
зубная щетка,牙刷,zubnaya shchetka,A1,ru
зубной,牙的,zubnoy,A1,ru
и,和,i,A1,ru
игра,游戏,igra,A1,ru
играть,玩,igrat,A1,ru
идет дождь,下雨,idyot dozhd,A1,ru
идет снег,下雪,idyot sneg,A1,ru
идти,去，走,idti,A1,ru
из,从,iz,A1,ru
извините,对不起,izvinite,A1,ru
или,或者,ili,A1,ru
им,他们,im,A1,ru
именительный,主格,imenitelnyy,A1,ru
иметь,有,imet,A1,ru
имя,名字,imya,A1,ru
индекс,邮编,indeks,A1,ru
индийский,印度的,indiyskiy,A1,ru
иностранец,外国人,inostranets,A1,ru
иностранка,外国女人,inostranka,A1,ru
иностранный,外国的,inostrannyy,A1,ru
институт,学院,institut,A1,ru
интернет,互联网,internet,A1,ru
испанец,西班牙人,ispanets,A1,ru
испанский,西班牙语,ispanskiy,A1,ru
Италия,意大利,Italiya,A1,ru
итальянский,意大利语,italyanskiy,A1,ru
их,他们的,ikh,A1,ru
июль,七月,iyul,A1,ru
июнь,六月,iyun,A1,ru
йогурт,酸奶,yogurt,A1,ru
к,到,k,A1,ru
как,怎么,kak,A1,ru
как дела,你好吗,kak dela,A1,ru
какой,哪个,kakoy,A1,ru
капуста,卷心菜，白菜,kapusta,A1,ru
карандаш,铅笔,karandash,A1,ru
карта,地图，卡片,karta,A1,ru
картофель,土豆,kartofel,A1,ru
карточка,卡片，银行卡,kartochka,A1,ru
картошка,土豆,kartoshka,A1,ru
касса,收银台,kassa,A1,ru
кассир,收银员,kassir,A1,ru
квартира,公寓,kvartira,A1,ru
кг,公斤,kg,A1,ru
кило,公斤,kilo,A1,ru
килограмм,公斤,kilogramm,A1,ru
километр,公里,kilometr,A1,ru
кино,电影,kino,A1,ru
кинотеатр,电影院,kinoteatr,A1,ru
китаец,中国人,kitayets,A1,ru
Китай,中国,Kitay,A1,ru
китайский,中文,kitayskiy,A1,ru
класс,班级，教室,klass,A1,ru
класть,放，置,klast,A1,ru
ключ,钥匙,klyuch,A1,ru
книга,书,kniga,A1,ru
книжка,书,knizhka,A1,ru
книжный,书的,knizhnyy,A1,ru
книжный магазин,书店,knizhnyy magazin,A1,ru
когда,什么时候,kogda,A1,ru
кожа,皮肤,kozha,A1,ru
кока-кола,可口可乐,koka-kola,A1,ru
колбаса,香肠,kolbasa,A1,ru
команда,团队,komanda,A1,ru
комната,房间,komnata,A1,ru
компьютер,电脑,kompyuter,A1,ru
конверт,信封,konvert,A1,ru
конец,结束,kones,A1,ru
консул,领事,konsul,A1,ru
консульство,领事馆,konsulstvo,A1,ru
конфета,糖果,konfeta,A1,ru
кончаться,结束，用完,konchatsya,A1,ru
коньяк,白兰地,konyak,A1,ru
копейка,戈比,kopeyka,A1,ru
коричневый,棕色,korichnevyy,A1,ru
короткий,短的,korotkiy,A1,ru
кофе,咖啡,kofe,A1,ru
кошка,猫,koshka,A1,ru
красиво,漂亮,krasivo,A1,ru
красивый,漂亮的,krasivyy,A1,ru
красный,红色,krasnyy,A1,ru
краткий,简短的,kratkiy,A1,ru
кредитная карта,信用卡,kreditnaya karta,A1,ru
кресло,椅子,kreslo,A1,ru
кровать,床,krovat,A1,ru
круг,圆,krug,A1,ru
круглый,圆的,kruglyy,A1,ru
кружка,杯子，马克杯,kruzhka,A1,ru
кто,谁,kto,A1,ru
куда,哪里,kuda,A1,ru
купить,买,kupit,A1,ru
курица,鸡肉，母鸡,kuritsa,A1,ru
куртка,夹克，外套,kurtka,A1,ru
кухня,厨房,kukhnya,A1,ru
лампа,灯,lampa,A1,ru
левый,左,levyy,A1,ru
легко,容易,legko,A1,ru
лежать,躺,lezhat,A1,ru
лекарство,药,lekarstvo,A1,ru
лето,夏天,leto,A1,ru
лимон,柠檬,limon,A1,ru
литр,升,litr,A1,ru
лифчик,胸罩,lichik,A1,ru
лицо,脸,litsó,A1,ru
ложка,勺子,lozhka,A1,ru
ломать,破坏,lomat,A1,ru
лук,洋葱,luk,A1,ru
любимый,最喜欢的,lyubimyy,A1,ru
любить,爱，喜欢,lyubit,A1,ru
люди,人,lyudi,A1,ru
магазин,商店,magazin,A1,ru
май,五月,may,A1,ru
макароны,面条,makarony,A1,ru
маленький,小的,malenkiy,A1,ru
мало,少,malo,A1,ru
мальчик,男孩,malchik,A1,ru
мама,妈妈,mama,A1,ru
марка,品牌，邮票,marka,A1,ru
март,三月,mart,A1,ru
маршрутное такси,小巴,marshrutnoye taksi,A1,ru
масло,油，黄油,maslo,A1,ru
мать,母亲,mat,A1,ru
машина,车，汽车,mashina,A1,ru
мебель,家具,mebel,A1,ru
мед,蜂蜜,med,A1,ru
медленный,慢的,medlennyy,A1,ru
место,地方,mesto,A1,ru
место рождения,出生地,mesto rozhdeniya,A1,ru
местоимение,代词,mestoimeniye,A1,ru
месяц,月,mesyats,A1,ru
метр,米,metr,A1,ru
метро,地铁,metro,A1,ru
милиционер,警察,militsioner,A1,ru
милиция,警察,militsiya,A1,ru
минута,分钟,minuta,A1,ru
мне,我,mne,A1,ru
много,多,mnogo,A1,ru
мобильник,手机,mobilnik,A1,ru
мобильный,移动的,mobilnyy,A1,ru
мобильный телефон,手机,mobilnyy telefon,A1,ru
может,可能,mozhet,A1,ru
можно,可以,mozhno,A1,ru
мой,我的,moy,A1,ru
молодец,好样的,molodets,A1,ru
молодой,年轻的,molodoy,A1,ru
молодой человек,年轻人,molodoy chelovek,A1,ru
молоко,牛奶,moloko,A1,ru
морковь,胡萝卜,morkov,A1,ru
мороженое,冰淇淋,morozhenoye,A1,ru
москва,莫斯科,moskva,A1,ru
мотоцикл,摩托车,mototsikl,A1,ru
мочь,能，可以,moch,A1,ru
муж,丈夫,muzh,A1,ru
мужской,男性的,muzhskoy,A1,ru
мужчина,男人,muzhchina,A1,ru
музыка,音乐,muzyka,A1,ru
музыкальный,音乐的,muzykalnyy,A1,ru
музыкант,音乐家,muzykant,A1,ru
мука,面粉,muka,A1,ru
мы,我们,my,A1,ru
мыло,肥皂,mylo,A1,ru
мыть,洗,myt,A1,ru
мышка,鼠标,myshka,A1,ru
мягкий,软的,myagkiy,A1,ru
мясо,肉,myaso,A1,ru
мяч,球,myach,A1,ru
на,在,na,A1,ru
