"word","translation","transcription","level","lang"
"为什么","почему; отчего; зачем","wèishénme","A2","zh"
"问","спрашивать; справляться о чём-либо","wèn","A2","zh"
"问题","вопрос; проблема; тема","wèntí","A2","zh"
"希望","надеяться; надежда","xīwàng","A2","zh"
"西瓜","арбуз","xīguā","A2","zh"
"洗","мыть; стирать; купать; умывать","xǐ","A2","zh"
"向","быть обращённым к; направление; курс","xiàng","A2","zh"
"小时","час","xiǎoshí","A2","zh"
"笑","смеяться; смех; улыбаться; улыбка","xiào","A2","zh"
"新","новый; современный; свежий","xīn","A2","zh"
"姓","фамилия; по фамилии","xìng","A2","zh"
"休息","отдыхать; отдых; перерыв; антракт","xiūxi","A2","zh"
"雪","снег","xuě","A2","zh"
"颜色","цвет; окраска","yánsè","A2","zh"
"眼睛","глаза","yǎnjing","A2","zh"
"羊肉","баранина","yángròu","A2","zh"
"药","лекарство; медикаменты; лекарственный","yào","A2","zh"
"要","хотеть, желать; нужно, необходимо; просить; требовать","yào","A2","zh"
"也","тоже, также; и","yě","A2","zh"
"已经","уже","yǐjīng","A2","zh"
"一起","вместе; совместно; сообща","yīqǐ","A2","zh"
"意思","мысль; идея; смысл, значение; интерес","yìsi","A2","zh"
"阴","«инь» (женское начало в древней китайской философии); инь; тёмный; пасмурный; тень","yīn","A2","zh"
"因为","так как, потому что; вследствие того, что; ибо","yīnwèi","A2","zh"
"游泳","плавать; плавание","yóuyǒng","A2","zh"
"右边","правая сторона; справа; правый","yòubian","A2","zh"
"鱼","рыба; рыбный; рыбий","yú","A2","zh"
"元","юань","yuán","A2","zh"
"远","далёкий; дальний; далеко","yuǎn","A2","zh"
"运动","спорт; атлетика; спортивный","yùndòng","A2","zh"
"再","снова; опять; ещё","zài","A2","zh"
"早上","утром, спозаранку","zǎoshang","A2","zh"
"张","раскрывать; открывать; сч. сл. для листов, столов, кроватей; счётное слово","zhāng","A2","zh"
"丈夫","муж; настоящий мужчина","zhàngfū","A2","zh"
"找","искать; разыскивать; отыскивать","zhǎo","A2","zh"
"着","глагольный суффикс, указывающий на продолженный характер действия или состояния; глагольный суффикс","zhe","A2","zh"
"真","настоящий; истинный; подлинный; достоверный; действительный","zhēn","A2","zh"
"正在","перед глаголом указывает на то, что действие происходит в данный момент","zhèngzài","A2","zh"
"知道","знать; иметь представление","zhīdao","A2","zh"
"准备","готовить; подготавливать; быть готовым; подготовка","zhǔnbèi","A2","zh"
"自行车","велосипед","zìxíngchē","A2","zh"
"走","идти; ходить","zǒu","A2","zh"
"最","самый; больше всего","zuì","A2","zh"
"左边","левая сторона; налево; слева; влево","zuǒbian","A2","zh"
абзац,段落,abzac,A2,ru
авария,事故，故障,avariya,A2,ru
автомашина,汽车，车辆,avtomashina,A2,ru
автомобильный,汽车的，车辆的,avtomobil'nyy,A2,ru
адрес электронной почты,电子邮件地址,adres elektronnoy pochty,A2,ru
активный,活跃的，积极的,aktivnyy,A2,ru
акцент,口音，重音,aksent,A2,ru
антоним,反义词,antonim,A2,ru
аппетит,食欲，胃口,appetit,A2,ru
аренда,租赁，租用,arenda,A2,ru
арендовать,租赁，租用,arendovat',A2,ru
аудитория,观众，听众，教室,auditoriya,A2,ru
балкон,阳台,balkon,A2,ru
балл,分数，比分,ball,A2,ru
батарейка,电池,batareyka,A2,ru
батарея,电池组，暖气片,batareya,A2,ru
бег,跑步，奔跑,beg,A2,ru
белье,内衣，床单,bel'yo,A2,ru
бензин,汽油,benzin,A2,ru
бесплатный,免费的，无偿的,besplatnyy,A2,ru
бинт,绷带,bint,A2,ru
биография,传记,biografiya,A2,ru
бить,打，击,bit',A2,ru
благодарить,感谢，谢谢,blagodarit',A2,ru
бланк,表格，空白表格,blank,A2,ru
близнец,双胞胎,bliznec,A2,ru
блин,薄饼，煎饼,blin,A2,ru
блокнот,笔记本，记事本,bloknot,A2,ru
блондинка,金发女郎,blondinka,A2,ru
бог,神，上帝,bog,A2,ru
болезнь,疾病,bolezn',A2,ru
больший,更大的，较大的,bol'shiy,A2,ru
борщ,红菜汤，罗宋汤,borshch,A2,ru
брать в аренду,租用，租赁,brat' v arendu,A2,ru
бритва,剃须刀,britva,A2,ru
бросать,扔，抛弃,brosat',A2,ru
брошюра,小册子，手册,broshyura,A2,ru
будить,叫醒，唤醒,budit',A2,ru
будущее,未来，将来,budushcheye,A2,ru
будьте здоровы,保重，祝福语,bud'te zdorovy,A2,ru
булочка,小面包，面包卷,bulochka,A2,ru
бульвар,林荫道，大街,bul'var,A2,ru
бумажник,钱包，皮夹,bumazhnik,A2,ru
буфет,自助餐，餐具柜,bufet,A2,ru
бы,要是，如果，如果表示条件,by,A2,ru
бывший,以前的，前任,byvshiy,A2,ru
в другом месте,在别处，在其他地方,v drugom meste,A2,ru
вагон,车厢，货车,vagon,A2,ru
валюта,货币，外汇,valyuta,A2,ru
ванная комната,浴室，卫生间,vannaya komnata,A2,ru
варенье,果酱,varen'ye,A2,ru
варить,煮，烹饪,varit',A2,ru
вверх,向上，往上,vverkh,A2,ru
вверху,在上面，在上方,vverkhu,A2,ru
вдвоем,两人一起，两人共同,vdvoem,A2,ru
везде,到处，处处,vezde,A2,ru
верить,相信，信任,verit',A2,ru
верный,正确的，忠诚的,vernyy,A2,ru
верхний,上面的，上部的,verkhniy,A2,ru
вес,重量，体重,ves,A2,ru
весело,快乐地，愉快地,veselo,A2,ru
веселый,快乐的，愉快的,veselyy,A2,ru
весенний,春天的，春季的,vesenniy,A2,ru
весить,重量为…，称重,vesit',A2,ru
вести,引导，带领,vesti,A2,ru
весь,全部，整个,ves',A2,ru
ветер,风,veter,A2,ru
ветка,树枝，分支，分公司,vetka,A2,ru
взять,拿，取,vzyat',A2,ru
взять такси,乘坐出租车,vzyat' taksi,A2,ru
вид,样子，视图，风景,vid,A2,ru
видеть сон,做梦，梦见,videt' son,A2,ru
видно,可见，看得出,vidno,A2,ru
винительный,宾格的,vinitel'nyy,A2,ru
висеть,悬挂，垂,viset',A2,ru
витамин,维生素,vitamin,A2,ru
вкус,味道，口味,vkus,A2,ru
влево,向左，往左,vlevo,A2,ru
вместе,一起，共同,vmeste,A2,ru
вниз,向下，往下,vniz,A2,ru
внизу,在下面，在下方,vnizu,A2,ru
внутри,在里面，在内部,vnutri,A2,ru
внутрь,向里面，往内部,vnutr',A2,ru
вовремя,按时，准时,vovremya,A2,ru
водить,驾驶，引导,vodit',A2,ru
водить автомобиль,开车，驾驶汽车,vodit' avtomobil',A2,ru
воздух,空气,vozdukh,A2,ru
возить,运送，搬运,vozit',A2,ru
вокзал,火车站，车站,vokzal,A2,ru
восемнадцатый,第十八,vosemnadcatyy,A2,ru
воспитывать,教育，培养,vospityvat',A2,ru
восьмидесятый,第八十,vos'midesyatyy,A2,ru
восьмисотый,第八百,vos'misotyy,A2,ru
восьмой,第八,vos'moy,A2,ru
вперед,向前，前进,vperyod,A2,ru
впереди,在前面，在前方,vperedi,A2,ru
вправо,向右，往右,vpravo,A2,ru
враг,敌人，仇敌,vrag,A2,ru
вредный,有害的，有损健康的,vrednyy,A2,ru
все в порядке,一切正常，没问题,vse v poryadke,A2,ru
всегда,总是，一直,vsegda,A2,ru
вслух,大声地，出声地,vslukh,A2,ru
вставать,起床，起立,vstavat',A2,ru
встреча,会议，见面,vstrecha,A2,ru
встречать,见面，迎接,vstrechat',A2,ru
встречаться,见面，相遇,vstrechat'sya,A2,ru
второе,第二道菜，第二,vtoroye,A2,ru
второй,第二,vtoroy,A2,ru
втроем,三人一起，三人共同,vtroem,A2,ru
вчерашний,昨天的，昨日的,vcherashniy,A2,ru
въезжать,进入，驶入,"v""yezzhat'",A2,ru
выбор,选择，选举,vybor,A2,ru
выборы,选举,vybory,A2,ru
выбрасывать,扔掉，丢弃,vybrasyvat',A2,ru
вывеска,招牌，标志,vyveska,A2,ru
выезжать,离开，驶出,vyyezzhat',A2,ru
вызывать,引起，召唤，打电话,vyzyvat',A2,ru
выкидывать,扔掉，丢弃,vykidyvat',A2,ru
вылет,起飞，出发,vytet,A2,ru
вылетать,起飞，飞出,vyletat',A2,ru
вынимать,取出，拿出,vynimat',A2,ru
выписывать,开出，填写，订阅,vypisyvat',A2,ru
выражение,表情，表达，词组,vyrazheniye,A2,ru
вырастать,长大，成长,vyrastat',A2,ru
высоко,高高地，高度地,vysoko,A2,ru
высота,高度，海拔,vysota,A2,ru
выставка,展览，展会,vystavka,A2,ru
выходить замуж,出嫁，结婚（指女性）,vykhodit' zamuzh,A2,ru
выходной,休息日， 的缩写,vykhodnoy,A2,ru
выше,更高，上面,vyshe,A2,ru
газ,气体，瓦斯,gaz,A2,ru
газета,报纸,gazeta,A2,ru
газовый,气体的，煤气的,gazovyy,A2,ru
галочка,勾号，对号,galochka,A2,ru
гараж,车库,garazh,A2,ru
гарнир,配菜，配食,garnir,A2,ru
гимнастика,体操，健身,gimnastika,A2,ru
главная роль,主要角色，主角,glavnaya rol',A2,ru
главный,主要的，重要的,glavnyy,A2,ru
гладить,熨烫，抚摸,gladit',A2,ru
глубоко,深深地，深度地,gluboko,A2,ru
глупый,愚蠢的，傻的,glupyy,A2,ru
гол,进球，球门,gol,A2,ru
голод,饥饿,golod,A2,ru
гореть,燃烧，着火,gorat',A2,ru
горло,喉咙，咽喉,gorlo,A2,ru
городской,城市的，市区的,gorodskoy,A2,ru
горько,苦地，痛苦地,gor'ko,A2,ru
горячо,热地，热烈地,garyacho,A2,ru
гостиная,客厅，起居室,gostinaya,A2,ru
гостиница,旅馆，酒店,gostinitsa,A2,ru
государственный,国家的，国有的,gosudarstvennyy,A2,ru
государство,国家，政府,gosudarstvo,A2,ru
готовый,准备好的，现成的,gotovyy,A2,ru
градус,度，度数,gradus,A2,ru
грамматика,语法,grammatika,A2,ru
грамматический,语法的,grammaticheskiy,A2,ru
граница,边界，国界,granitsa,A2,ru
гриб,蘑菇,grib,A2,ru
гриль,烧烤，烤架,gril',A2,ru
грипп,流感,gripp,A2,ru
гроза,雷雨，暴风雨,groza,A2,ru
грустный,悲伤的，忧愁的,grustnyy,A2,ru
грязный,脏的，不洁的,gryaznyy,A2,ru
грязь,泥土，污垢,gryaz',A2,ru
давно,很久以前，早已,davno,A2,ru
далекий,遥远的，远处的,dalekiy,A2,ru
дальше,更远，进一步,dal'she,A2,ru
дательный,与格的,datel'nyy,A2,ru
двадцатый,第二十,dvadcatyy,A2,ru
двенадцатый,第十二,dvenadcatyy,A2,ru
двоюродный,堂的，表的，远亲的,dvoyurodnyy,A2,ru
двухсотый,第二百,dvukhsotyy,A2,ru
девяностый,第九十,devyanostyy,A2,ru
девятисотый,第九百,devyatisotyy,A2,ru
девятнадцатый,第十九,devyatnadcatyy,A2,ru
девятый,第九,devyatyy,A2,ru
декан,系主任，院长,dekan,A2,ru
деканат,系办公室，教务处,dekanat,A2,ru
декларация,声明，申报单,deklaratsiya,A2,ru
делать покупки,购物，买东西,delat' pokupki,A2,ru
деление,除法，分开，划分,delenie,A2,ru
делить,分，划分，分享,delit,A2,ru
дело,事情，案件，业务，事业,delo,A2,ru
День Победы,胜利日,den pobedy,A2,ru
дерево,树，木头,derevo,A2,ru
деревянный,木制的，木头的,derevyannyy,A2,ru
держать,拿着，持有，保持,derzhat,A2,ru
десерт,甜点，餐后甜点,desert,A2,ru
десятый,第十,desyatyy,A2,ru
детский,儿童的，孩子气的,detskiy,A2,ru
детский сад,幼儿园,detskiy sad,A2,ru
детство,童年,detstvo,A2,ru
дециметр,分米,detsimetr,A2,ru
джемпер,毛衣，针织套衫,dzhemper,A2,ru
диктовать,听写，口授，命令,diktovat,A2,ru
диск,光盘，磁盘，唱片,disk,A2,ru
дискотека,迪斯科舞厅，迪斯科晚会,diskoteka,A2,ru
до,到，在...之前，直到,do,A2,ru
добро,善良，善行，好处,dobro,A2,ru
добрый,善良的，好的,dobryy,A2,ru
добрый вечер,晚上好,dobryy vecher,A2,ru
добрый день,下午好，您好,dobryy den,A2,ru
доехать,抵达，到达,doekhat,A2,ru
долгий,长久的，长时间的,dolgiy,A2,ru
домашнее животное,宠物,domashnee zhivotnoe,A2,ru
домашний,家庭的，家养的,domashniy,A2,ru
домой,回家，向家,domoy,A2,ru
дорога,道路，路途,doroga,A2,ru
дорожный знак,路标，交通标志,dorozhnyy znak,A2,ru
достаточно,足够地，充分地,dostatochno,A2,ru
достопримечательность,名胜古迹，景点,dostoprimechatelnost,A2,ru
доходить,走到，达到，涉及到,dokhodit,A2,ru
друг друга,互相，彼此（宾格），彼此,drug druga,A2,ru
друг другу,互相，彼此（与格），彼此,drug drugu,A2,ru
друг c другом,一起，彼此之间,drug s drugom,A2,ru
дружить,做朋友，交朋友,druzhit,A2,ru
дружно,友好地，和睦地，协调地,druzhno,A2,ru
дыня,甜瓜，香瓜,dynya,A2,ru
дышать,呼吸,dyshat,A2,ru
единственный,唯一的，仅有的,edinstvennyy,A2,ru
ежегодный,每年的，一年一度的,ezhegodnyy,A2,ru
ежедневный,每日的，日常的,ezhednevnyy,A2,ru
ездить,乘车去,ezdit,A2,ru
елка,圣诞树，枞树,elka,A2,ru
если,如果，假如,esli,A2,ru
еще,还，再，更加,eshche,A2,ru
еще не,还没有，尚未,eshche ne,A2,ru
жажда,口渴，渴望,zhazhda,A2,ru
жалко,可惜，怜悯，舍不得,zhalko,A2,ru
жалюзи,百叶窗,zhalyuzi,A2,ru
жара,炎热，高温,zhara,A2,ru
жареный,油炸的，烤的,zharenyy,A2,ru
жарить,煎，炸，烤,zharit,A2,ru
жаркий,炎热的，热情的,zharkiy,A2,ru
желание,愿望，意愿,zhelanie,A2,ru
желать,希望，祝愿,zhelat,A2,ru
железная дорога,铁路,zheleznaya doroga,A2,ru
железнодорожная станция,火车站,zheleznodorozhnaya stantsiya,A2,ru
железнодорожный,铁路的,zheleznodorozhnyy,A2,ru
жениться,结婚（指男性），结婚，结婚吧,zhenitsya,A2,ru
животное,动物,zhivotnoe,A2,ru
жир,脂肪，油脂,zhir,A2,ru
жирный,油腻的，肥的,zhirnyy,A2,ru
жительство,居住，住所,zhitelstvo,A2,ru
журнал,杂志，日志,zhurnal,A2,ru
за,在...后面，为了，在...期间,za,A2,ru
за границей,在国外,za granitsey,A2,ru
забирать,拿走，接走，领取,zabirat,A2,ru
заболеть,生病，得病,zabolet,A2,ru
заворачивать,转弯，包装，卷起,zavorachivat,A2,ru
загадка,谜语，谜,zagadka,A2,ru
заглавие,标题，书名,zaglavie,A2,ru
заголовок,标题，题目,zagolovok,A2,ru
задний,后面的，后部的,zadniy,A2,ru
зажигалка,打火机,zazhigalka,A2,ru
заказывать,订购，点餐，预订,zakazyvat,A2,ru
заканчивать,结束，完成,zakanchivat,A2,ru
закрываться,关闭，关门,zakryvatsya,A2,ru
закуска,小吃，开胃菜,zakuska,A2,ru
зал,大厅，礼堂,zal,A2,ru
замерзать,结冰，冻僵,zamerzat,A2,ru
замолчать,沉默下来，停止说话,zamolchat,A2,ru
замороженный,冷冻的,zamorozhennyy,A2,ru
замуж,出嫁，结婚（指女性），结婚，已婚,zamuzh,A2,ru
занавеска,窗帘，帘子,zanaveska,A2,ru
запах,气味，香味,zapakh,A2,ru
запирать,锁上，关住,zapirat,A2,ru
записная книжка,笔记本，记事本,zapisnaya knizhka,A2,ru
записывать,记录，写下，录音,zapisyvat,A2,ru
запись,记录，录音，条目,zapis,A2,ru
заплакать,开始哭起来,zaplakat,A2,ru
запрещать,禁止，不准,zapreshchat,A2,ru
зарегистрироваться,注册，登记,zaregistrirovatsya,A2,ru
зарплата,工资，薪水,zarplata,A2,ru
засмеяться,开始笑起来,zasmeyatsya,A2,ru
зачем,为什么，为何,zachem,A2,ru
звезда,星星，明星,zvezda,A2,ru
зверь,野兽，猛兽,zver,A2,ru
звонить,打电话，响,zvonit,A2,ru
звонкий,响亮的，清脆的,zvonkiy,A2,ru
звонок,铃声，电话，门铃,zvonok,A2,ru
звучать,听起来，发出声音,zvuchat,A2,ru
здоровье,健康,zdorove,A2,ru
земля,土地，地球，地面,zemlya,A2,ru
земляк,同乡，老乡,zemlyak,A2,ru
зеркало,镜子,zerkalo,A2,ru
зимний,冬天的，冬季的,zimniy,A2,ru
зло,恶，邪恶，坏事,zlo,A2,ru
знакомиться,认识，相识，了解,znakomitsya,A2,ru
зонт,雨伞,zont,A2,ru
зоопарк,动物园,zoopark,A2,ru
зритель,观众，旁观者,zritel,A2,ru
зубная нить,牙线,zubnaya nits,A2,ru
играть роль,扮演角色，起作用,igrat rol,A2,ru
идти пешком,步行，走路,idti peshkom,A2,ru
из-под,从...下面，从...底下,iz-pod,A2,ru
известный,著名的，知名的,izvestnyy,A2,ru
извинение,道歉，借口,izvinenie,A2,ru
извиняться,道歉，请求原谅,izvinyatsya,A2,ru
иногда,有时，偶尔,inogda,A2,ru
инструкция,说明书，指示,instruktsiya,A2,ru
интересный,有趣的，有意思的,interesnyy,A2,ru
интернет-магазин,网店，网上商店,internet-magazin,A2,ru
интонация,语调，声调,intonatsiya,A2,ru
искать,寻找，搜索,iskat,A2,ru
искать работу,找工作,iskat rabotu,A2,ru
исключение,例外，排除,isklyuchenie,A2,ru
искусство,艺术,iskusstvo,A2,ru
исправлять,改正，修正，修理,ispravlyat,A2,ru
испугаться,害怕起来，受惊吓,ispugatsya,A2,ru
кавычка,引号,kavychka,A2,ru
каждый,每个，每一个,kazhdyy,A2,ru
кажется,似乎，好像,kazhetsya,A2,ru
календарь,日历,kalendar,A2,ru
каникулы,假期，休假,kanikuly,A2,ru
капитан,船长，机长，队长,kapitan,A2,ru
картина,画，图画，画面,kartina,A2,ru
картинка,图片，小画,kartinka,A2,ru
кастрюля,锅，炖锅,kastryulya,A2,ru
каталог,目录，商品目录,katalog,A2,ru
кафе,咖啡馆，小餐馆,kafe,A2,ru
каша,粥，麦片粥,kasha,A2,ru
кашель,咳嗽,kashel,A2,ru
кашлять,咳嗽,kashlyat,A2,ru
квадрат,正方形，平方,kvadrat,A2,ru
квартплата,房租，公寓管理费,kvartplata,A2,ru
кидать,扔，投，抛,kidat,A2,ru
кинофильм,电影，影片,kinofilm,A2,ru
киоск,售货亭，报亭,kiosk,A2,ru
кислый,酸的,kislyy,A2,ru
клуб,俱乐部，会所,klub,A2,ru
клубника,草莓,klubnika,A2,ru
кнопка,按钮，纽扣,knopka,A2,ru
ковер,地毯,kover,A2,ru
коктейль,鸡尾酒,kokteyl,A2,ru
колготки,连裤袜，紧身裤,kolgotki,A2,ru
колесо,轮子，车轮,koleso,A2,ru
кольцо,戒指，环,koltso,A2,ru
комикс,漫画，连环画,komiks,A2,ru
компьютерная игра,电脑游戏,kompyuternaya igra,A2,ru
компьютерный,电脑的，计算机的,kompyuternyy,A2,ru
конечно,当然，自然,konechno,A2,ru
конкурс,比赛，竞赛，选秀,konkurs,A2,ru
концерт,音乐会,kontsert,A2,ru
коридор,走廊，楼道,koridor,A2,ru
корм,饲料，饵料,korm,A2,ru
кормить,喂养，饲养，喂食,kormit,A2,ru
корова,奶牛，母牛,korova,A2,ru
костюм,西装，套装，戏服,kostyum,A2,ru
кот,公猫,kot,A2,ru
котенок,小猫，小猫咪,kotenok,A2,ru
который,哪一个，那一个，该,kotoryy,A2,ru
который час,几点钟,kotoryy chas,A2,ru
кофеварка,咖啡机,kofevarka,A2,ru
кошелек,钱包,koshelek,A2,ru
кран,水龙头，起重机,kran,A2,ru
крем,面霜，奶油，乳霜,krem,A2,ru
кремль,克里姆林宫,kreml,A2,ru
крест,十字，十字架,krest,A2,ru
кричать,喊叫，大叫,krichat,A2,ru
кроссовки,运动鞋,krossovki,A2,ru
крыша,屋顶,krysha,A2,ru
крышка,盖子，瓶盖,kryshka,A2,ru
кукла,洋娃娃，玩偶,kukla,A2,ru
культура,文化,kultura,A2,ru
купальник,泳衣，游泳衣,kupalnik,A2,ru
купаться,游泳，洗澡,kupatsya,A2,ru
купе,火车包厢,kupe,A2,ru
курить,吸烟，抽烟,kurit,A2,ru
курс,课程，汇率，航向,kurs,A2,ru
курс валют,汇率，货币汇率,kurs valyut,A2,ru
кусок,块，片，段,kusok,A2,ru
кусочек,一小块，一小片,kusochek,A2,ru
кухонный,厨房的,kukhonnyy,A2,ru
лампочка,灯泡,lampochka,A2,ru
легкий,轻的，容易的，清淡的,legkiy,A2,ru
легковой автомобиль,轻型汽车，小轿车,legkovoy avtomobil,A2,ru
лед,冰,led,A2,ru
лексика,词汇，词汇量,leksika,A2,ru
лекция,讲座，讲课,lektsiya,A2,ru
лес,森林，树林,les,A2,ru
лестница,楼梯，阶梯,lestnitsa,A2,ru
лет назад,...年前,let nazad,A2,ru
летать,飞行，飞翔,letat,A2,ru
лететь,飞行，飞往,letet,A2,ru
летний,夏天的，夏季的,letniy,A2,ru
лечить,治疗，医治,lechit,A2,ru
линейка,尺子，直尺,lineyka,A2,ru
лист,叶子，一张（纸），纸,list,A2,ru
литература,文学，文献,literatura,A2,ru
лифт,电梯,lift,A2,ru
ложиться,躺下，就寝,lozhitsya,A2,ru
лошадь,马,loshad,A2,ru
луна,月亮,luna,A2,ru
лучше,更好，较好了,luchshe,A2,ru
лучший,最好的，最佳的,luchshiy,A2,ru
любовь,爱情，爱,lyubov,A2,ru
любой,任何的，任何一个,lyuboy,A2,ru
магнитофон,磁带录音机,magnitofon,A2,ru
майка,背心，T恤,mayka,A2,ru
малыш,婴儿，小家伙,malysh,A2,ru
мандарин,橘子，柑橘,mandarin,A2,ru
маршрутка,小巴，固定路线小巴士,marshrutka,A2,ru
медицина,医学,meditsina,A2,ru
медицинский,医学的，医疗的,meditsinskiy,A2,ru
медсестра,护士,medsestra,A2,ru
между,在...之间,mezhdu,A2,ru
междугородний,城际的，城市间的,mezhdugorodniy,A2,ru
мелко,细小地，零碎地,melko,A2,ru
мелочь,零钱，小事，小东西,meloch,A2,ru
меню,菜单,menyu,A2,ru
менять,更换，改变，交换,menyat,A2,ru
мечтать,梦想，幻想,mechtat,A2,ru
мешать,打扰，妨碍，混合,meshat,A2,ru
миллиард,十亿,milliard,A2,ru
миллиардный,第十亿的，数十亿的,milliardnyy,A2,ru
миллиметр,毫米,millimetr,A2,ru
миллион,百万,million,A2,ru
миллионный,第一百万的，数百万的,millionnyy,A2,ru
минус,减，负号，零下,minus,A2,ru
мир,世界，和平，平静,mir,A2,ru
младший,较年轻的，年纪较小的,mladshiy,A2,ru
млн,百万,mln,A2,ru
мм,毫米,mm,A2,ru
многоэтажный,多层的，高楼层的,mnogoetazhnyy,A2,ru
множественное число,复数,mnozhestvennoe chislo,A2,ru
мода,时尚，流行,moda,A2,ru
модный,时尚的，流行的,modnyy,A2,ru
может быть,可能，也许,mozhet byt,A2,ru
мокрый,湿的，潮湿的,mokryy,A2,ru
молочный,奶制的，乳白色的,molochnyy,A2,ru
молчать,沉默，不说话,molchat,A2,ru
монета,硬币,moneta,A2,ru
монолог,独白，独角戏,monolog,A2,ru
море,海，大海,more,A2,ru
морепродукты,海鲜,moreprodukty,A2,ru
мороз,严寒，霜冻,moroz,A2,ru
морской,海的，海洋的，海军的,morskoy,A2,ru
москвич,莫斯科人,moskvich,A2,ru
мост,桥，桥梁,most,A2,ru
мостик,小桥，桥牌,mostik,A2,ru
музей,博物馆,muzey,A2,ru
мультфильм,动画片，卡通片,multfilm,A2,ru
мусор,垃圾，废物,musor,A2,ru
мысль,思想，想法，念头,mysl,A2,ru
наверное,大概，可能，想必,navernoe,A2,ru
наверх,向上，往上,naverkh,A2,ru
наверху,在上面，在楼上,naverkhu,A2,ru
наволочка,枕套,navolochka,A2,ru
над,在...上方，超过,nad,A2,ru
надевать,穿上，戴上,nadevat,A2,ru
назад,回去，向后,nazad,A2,ru
наземный,地面的，陆地的,nazemnyy,A2,ru
налево,向左，左边,nalevo,A2,ru
наливать,倒入，斟满,nalivat,A2,ru
направление,方向，指南,napravlenie,A2,ru
направо,向右，右边,napravo,A2,ru
напротив,在对面，相反,naprotiv,A2,ru
нарисовать,画画，绘制,narisovat,A2,ru
наружу,向外，到外面,naruzhu,A2,ru
насморк,流鼻涕，鼻塞,nasmork,A2,ru
настоящее время,现在时，当前时间,nastoyashchee vremya,A2,ru
настроение,心情，情绪,nastroenie,A2,ru
наука,科学,nauka,A2,ru
научить,教会，教授,nauchit,A2,ru
научиться,学会，学到,nauchitsya,A2,ru
находить,找到，发现,nakhodit,A2,ru
находиться,位于，处在,nakhoditsya,A2,ru
начало,开始，开端,nachalo,A2,ru
начинающий,初学的，开始的,nachinayushchiy,A2,ru
не может быть,不可能，不会吧,ne mozhet byt,A2,ru
небо,天空,nebo,A2,ru
небольшой,不大的，小的，少量的,nebolshoy,A2,ru
неверный,不正确的，错误的,nevernyy,A2,ru
негромко,声音不大地，轻声地,negromko,A2,ru
недавно,最近，不久前,nedavno,A2,ru
недалеко,不远，附近,nedaleko,A2,ru
недолго,不长，不久,nedolgo,A2,ru
незнакомый,不熟悉的，陌生的,neznakomyy,A2,ru
нелегкий,不容易的，艰难的,nelegkiy,A2,ru
нелегко,不容易地，艰难地,nelegko,A2,ru
немного,一点儿，有些,nemnogo,A2,ru
немножко,一点儿，稍微,nemnozhko,A2,ru
ненавидеть,憎恨，讨厌,nenavidet,A2,ru
неплохо,不错，挺好,neplokho,A2,ru
неплохой,不错的，挺好的,neplokhoy,A2,ru
неправда,不真实，谎言,nepravda,A2,ru
неприятно,令人不快地，不舒服地,nepriyatno,A2,ru
неприятный,令人不快的，讨厌的,nepriyatnyy,A2,ru
несколько,几个，一些,neskolko,A2,ru
